Timestamp,Application Name,Status,Description,Code,
2016-09-28 04:30:31,  CBS,Failed,SQM: Failed to start upload with file pattern: C:\Windows\servicing\sqm\*_std.sqm,code
2016-09-29 02:03:48,  CBS,Failed,Failed to get next element [HRESULT = 0x800f080d - CBS_E_MANIFEST_INVALID_ITEM],code
2016-09-29 02:03:48,  CBS,Failed,Failed to get next element [HRESULT = 0x800f080d - CBS_E_MANIFEST_INVALID_ITEM],code
2016-09-29 02:03:48,  CBS,Failed,Failed to get next element [HRESULT = 0x800f080d - CBS_E_MANIFEST_INVALID_ITEM],code
2016-09-29 02:03:48,  CBS,Failed,Failed to get next element [HRESULT = 0x800f080d - CBS_E_MANIFEST_INVALID_ITEM],code
2016-09-29 02:03:48,  CBS,Failed,Failed to get next element [HRESULT = 0x800f080d - CBS_E_MANIFEST_INVALID_ITEM],code
2016-09-29 02:03:48,  CBS,Failed,Failed to get next element [HRESULT = 0x800f080d - CBS_E_MANIFEST_INVALID_ITEM],code
2016-09-29 02:03:48,  CBS,Failed,Failed to get next element [HRESULT = 0x800f080d - CBS_E_MANIFEST_INVALID_ITEM],code
2016-09-29 02:03:48,  CBS,Failed,Failed to get next element [HRESULT = 0x800f080d - CBS_E_MANIFEST_INVALID_ITEM],code
2016-09-29 02:03:48,  CBS,Failed,Failed to get next element [HRESULT = 0x800f080d - CBS_E_MANIFEST_INVALID_ITEM],code
2016-09-29 02:03:48,  CBS,Failed,Failed to get next element [HRESULT = 0x800f080d - CBS_E_MANIFEST_INVALID_ITEM],code
2016-09-29 02:03:48,  CBS,Failed,Failed to get next element [HRESULT = 0x800f080d - CBS_E_MANIFEST_INVALID_ITEM],code
2016-09-29 02:03:48,  CBS,Failed,Failed to get next element [HRESULT = 0x800f080d - CBS_E_MANIFEST_INVALID_ITEM],code
2016-09-29 02:03:48,  CBS,Failed,Failed to get next element [HRESULT = 0x800f080d - CBS_E_MANIFEST_INVALID_ITEM],code
2016-09-29 02:03:48,  CBS,Failed,Failed to get next element [HRESULT = 0x800f080d - CBS_E_MANIFEST_INVALID_ITEM],code
2016-09-29 02:03:48,  CBS,Failed,Failed to get next element [HRESULT = 0x800f080d - CBS_E_MANIFEST_INVALID_ITEM],code
2016-09-29 02:03:48,  CBS,Failed,Failed to get next element [HRESULT = 0x800f080d - CBS_E_MANIFEST_INVALID_ITEM],code
2016-09-29 02:03:48,  CBS,Failed,Failed to get next element [HRESULT = 0x800f080d - CBS_E_MANIFEST_INVALID_ITEM],code
2016-09-29 02:03:48,  CBS,Failed,Failed to get next element [HRESULT = 0x800f080d - CBS_E_MANIFEST_INVALID_ITEM],code
2016-09-29 02:03:48,  CBS,Failed,Failed to get next element [HRESULT = 0x800f080d - CBS_E_MANIFEST_INVALID_ITEM],code
2016-09-29 02:03:48,  CBS,Failed,Failed to get next element [HRESULT = 0x800f080d - CBS_E_MANIFEST_INVALID_ITEM],code
2016-09-29 02:03:48,  CBS,Failed,Failed to get next element [HRESULT = 0x800f080d - CBS_E_MANIFEST_INVALID_ITEM],code
2016-09-29 02:03:48,  CBS,Failed,Failed to get next element [HRESULT = 0x800f080d - CBS_E_MANIFEST_INVALID_ITEM],code
2016-09-29 02:03:48,  CBS,Failed,Failed to get next element [HRESULT = 0x800f080d - CBS_E_MANIFEST_INVALID_ITEM],code
2016-09-29 02:03:48,  CBS,Failed,Failed to get next element [HRESULT = 0x800f080d - CBS_E_MANIFEST_INVALID_ITEM],code
2016-09-29 02:03:48,  CBS,Failed,Failed to get next element [HRESULT = 0x800f080d - CBS_E_MANIFEST_INVALID_ITEM],code
2016-09-29 02:03:48,  CBS,Failed,Failed to get next element [HRESULT = 0x800f080d - CBS_E_MANIFEST_INVALID_ITEM],code
2016-09-29 02:03:48,  CBS,Failed,Failed to get next element [HRESULT = 0x800f080d - CBS_E_MANIFEST_INVALID_ITEM],code
2016-09-29 02:03:48,  CBS,Failed,Failed to get next element [HRESULT = 0x800f080d - CBS_E_MANIFEST_INVALID_ITEM],code
2016-09-29 02:03:48,  CBS,Failed,Failed to get next element [HRESULT = 0x800f080d - CBS_E_MANIFEST_INVALID_ITEM],code
2016-09-29 02:03:48,  CBS,Failed,Failed to get next element [HRESULT = 0x800f080d - CBS_E_MANIFEST_INVALID_ITEM],code
2016-09-29 02:03:48,  CBS,Failed,Failed to get next element [HRESULT = 0x800f080d - CBS_E_MANIFEST_INVALID_ITEM],code
2016-09-29 02:03:48,  CBS,Failed,Failed to get next element [HRESULT = 0x800f080d - CBS_E_MANIFEST_INVALID_ITEM],code
2016-09-29 02:03:48,  CBS,Failed,Failed to get next element [HRESULT = 0x800f080d - CBS_E_MANIFEST_INVALID_ITEM],code
2016-09-29 02:03:48,  CBS,Failed,Failed to get next element [HRESULT = 0x800f080d - CBS_E_MANIFEST_INVALID_ITEM],code
2016-09-29 02:03:48,  CBS,Failed,Failed to get next element [HRESULT = 0x800f080d - CBS_E_MANIFEST_INVALID_ITEM],code
2016-09-29 02:03:48,  CBS,Failed,Failed to get next element [HRESULT = 0x800f080d - CBS_E_MANIFEST_INVALID_ITEM],code
2016-09-29 02:03:48,  CBS,Failed,Failed to get next element [HRESULT = 0x800f080d - CBS_E_MANIFEST_INVALID_ITEM],code
2016-09-29 02:03:48,  CBS,Failed,Failed to get next element [HRESULT = 0x800f080d - CBS_E_MANIFEST_INVALID_ITEM],code
2016-09-29 02:03:48,  CBS,Failed,Failed to get next element [HRESULT = 0x800f080d - CBS_E_MANIFEST_INVALID_ITEM],code
2016-09-29 02:03:48,  CBS,Failed,Failed to get next element [HRESULT = 0x800f080d - CBS_E_MANIFEST_INVALID_ITEM],code
2016-09-29 02:03:49,  CBS,Failed,Failed to internally open package. [HRESULT = 0x800f0805 - CBS_E_INVALID_PACKAGE],code
2016-09-29 02:03:49,  CBS,Failed,Failed to internally open package. [HRESULT = 0x800f0805 - CBS_E_INVALID_PACKAGE],code
2016-09-29 02:03:49,  CBS,Failed,Failed to internally open package. [HRESULT = 0x800f0805 - CBS_E_INVALID_PACKAGE],code
2016-09-29 02:03:49,  CBS,Failed,Failed to internally open package. [HRESULT = 0x800f0805 - CBS_E_INVALID_PACKAGE],code
2016-09-29 02:03:49,  CBS,Failed,Failed to internally open package. [HRESULT = 0x800f0805 - CBS_E_INVALID_PACKAGE],code
2016-09-29 02:03:49,  CBS,Failed,Failed to internally open package. [HRESULT = 0x800f0805 - CBS_E_INVALID_PACKAGE],code
2016-09-29 02:03:49,  CBS,Failed,Failed to internally open package. [HRESULT = 0x800f0805 - CBS_E_INVALID_PACKAGE],code
2016-09-29 02:04:11,  CBS,Failed,Failed to internally open package. [HRESULT = 0x800f0805 - CBS_E_INVALID_PACKAGE],code
